Link;Preco;Endereco;Tipo;Area
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-75m2-RS370000/id-26809912/;R$ 370.000;Rua Aristides Saraiva De Almeida, Santa Isabel, Teresina/PI;apartamento;75m² / 75m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-75m2-RS389900/id-3464501/;R$ 389.900;Rua Coronel Osvaldo Duarte, Santa Isabel, Teresina/PI;apartamento;75m² / 75m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-75m2-RS500000/id-28421676/;R$ 500.000;Rua Antilhon Ribeiro Soares, Santa Isabel, Teresina/PI;apartamento;75m² / 75m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-75m2-RS525000/id-29482730/;R$ 525.000;Rua Antilhon Ribeiro Soares, Santa Isabel, Teresina/PI;apartamento;75m² / 75m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-76m2-RS389990/id-24239464/;R$ 389.990;Rua Coronel Osvaldo Duarte, Santa Isabel, Teresina/PI;apartamento;76m² / 76m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-76m2-RS399990/id-24239465/;R$ 399.990;Rua Coronel Osvaldo Duarte, Santa Isabel, Teresina/PI;apartamento;76m² / 76m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-77m2-RS260000/id-20321655/;R$ 260.000;Rua Augusto Castro, Santa Isabel, Teresina/PI;apartamento;77m² / 77m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-77m2-RS260000/id-4712399/;R$ 260.000;Rua Desembargador João Pereira, Santa Isabel, Teresina/PI;apartamento;77m² / 77m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-78m2-RS240000/id-27499453/;R$ 240.000;Rua Desembargador João Pereira, 4277, Santa Isabel, Teresina/PI;apartamento;78m² / 78m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-78m2-RS260000/id-27541098/;R$ 260.000;Rua Desembargador João Pereira, 4277, Santa Isabel, Teresina/PI;apartamento;78m² / 78m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-80m2-RS260000/id-3464261/;R$ 260.000;Rua Desembargador João Pereira, Santa Isabel, Teresina/PI;apartamento;80m² / 80m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-RS270000/id-27015581/;R$ 270.000;Avenida Zequinha Freire, 375, Santa Isabel, Teresina/PI;apartamento;75m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-RS480000/id-28295632/;R$ 480.000;Rua Antilhon Ribeiro Soares, Santa Isabel, Teresina/PI;apartamento;74m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-isabel-RS550000/id-28759426/;R$ 550.000;Rua Professor James Azevedo, 5186, Santa Isabel, Teresina/PI;apartamento;75m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-santa-lia-84m2-RS380000/id-28664486/;R$ 380.000;Rua Professor Dimas Santana, Santa Lia, Teresina/PI;apartamento;84m² / 84m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-107m2-RS450000/id-28201786/;R$ 450.000;Rua Professor Clemente Fortes, São Cristóvão, Teresina/PI;apartamento;107m² / 107m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-142m2-RS1560000/id-29110770/;R$ 1.560.000;Avenida Miguel Sady, 951, São Cristóvão, Teresina/PI;apartamento;142m² / 142m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-142m2-RS1562000/id-26414822/;R$ 1.562.000;Avenida Miguel Sady, São Cristóvão, Teresina/PI;apartamento;142m² / 142m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-142m2-RS1599200/id-25446870/;R$ 1.599.200;Avenida Miguel Sady, 951, São Cristóvão, Teresina/PI;apartamento;142m² / 142m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-142m2-RS1630200/id-3464092/;R$ 1.630.200;Avenida Miguel Sady, São Cristóvão, Teresina/PI;apartamento;142m² / 142m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-178m2-RS1000000/id-26994849/;R$ 1.000.000;Rua Vereador Luís Vasconcelos, 975, São Cristóvão, Teresina/PI;apartamento;178m² / 178m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-179m2-RS1583386/id-29110791/;R$ 1.583.386;Avenida Senador Area Leão, 2355, São Cristóvão, Teresina/PI;apartamento;179m² / 179m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-179m2-RS890000/id-27143221/;R$ 890.000;Rua Vereador Luís Vasconcelos, São Cristóvão, Teresina/PI;apartamento;179m² / 179m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-179m2-RS900000/id-29598905/;R$ 900.000;Rua Vereador Luís Vasconcelos, São Cristóvão, Teresina/PI;apartamento;179m² / 179m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-219m2-RS1900000/id-29110662/;R$ 1.900.000;Avenida Jóquei Clube, 2662, São Cristóvão, Teresina/PI;apartamento;219m² / 219m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-239m2-RS2500000/id-3464130/;R$ 2.500.000;Rua Hermes Viana, São Cristóvão, Teresina/PI;apartamento;239m² / 239m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-63m2-RS578345/id-20321608/;R$ 578.345;Rua Vereador Edmundo Genuíno Oliveira, São Cristóvão, Teresina/PI;apartamento;63m² / 63m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-64m2-RS300000/id-25733180/;R$ 300.000;Rua José Sinimbu, 3655, São Cristóvão, Teresina/PI;apartamento;64m² / 64m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-69m2-RS255000/id-24513259/;R$ 255.000;Rua Odílio Falcão, São Cristóvão, Teresina/PI;apartamento;69m² / 69m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-70m2-RS375000/id-24696998/;R$ 375.000;Avenida Vilmary, São Cristóvão, Teresina/PI;apartamento;70m² / 70m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-70m2-RS430000/id-28795329/;R$ 430.000;Avenida Vilmary, São Cristóvão, Teresina/PI;apartamento;70m² / 70m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-70m2-RS450000/id-27194005/;R$ 450.000;Avenida Vilmary, São Cristóvão, Teresina/PI;apartamento;70m² / 70m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-71m2-RS380000/id-29110748/;R$ 380.000;Avenida Senador Area Leão, 2482-2512, São Cristóvão, Teresina/PI;apartamento;71m² / 71m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-72m2-RS525590/id-20321601/;R$ 525.590;Rua Vereador Edmundo Genuíno Oliveira, São Cristóvão, Teresina/PI;apartamento;72m² / 72m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-74m2-RS350000/id-25733191/;R$ 350.000;Avenida Senador Area Leão, 2600, São Cristóvão, Teresina/PI;apartamento;74m² / 74m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-78m2-RS699000/id-28615470/;R$ 699.000;Rua Vereador Edmundo Genuíno Oliveira, São Cristóvão, Teresina/PI;apartamento;78m² / 78m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-81m2-RS709800/id-25446854/;R$ 709.800;Rua Comandante Area Leão, 564, São Cristóvão, Teresina/PI;apartamento;81m² / 81m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-82m2-RS734700/id-28711811/;R$ 734.700;Rua Comandante Area Leão, São Cristóvão, Teresina/PI;apartamento;82m² / 82m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-90m2-RS670000/id-28821142/;R$ 670.000;Rua Vereador Edmundo Genuíno Oliveira, 2865, São Cristóvão, Teresina/PI;apartamento;90m² / 90m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-RS1562000/id-27806167/;R$ 1.562.000;Avenida Vilmary, São Cristóvão, Teresina/PI;apartamento;140m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-cristovao-RS2065790/id-28538312/;R$ 2.065.790;Avenida João Xxiii Sala, 7114, São Cristóvão, Teresina/PI;apartamento;155m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-joao-61m2-RS360000/id-11698061/;R$ 360.000;Rua Doutor Wladimir Rego Monteiro, São João, Teresina/PI;apartamento;61m² / 61m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-joao-64m2-RS350000/id-23605322/;R$ 350.000;Rua Luis Pires Lima, São João, Teresina/PI;apartamento;64m² / 64m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-joao-68m2-RS551900/id-11697481/;R$ 551.900;Avenida Noronha Almeida, São João, Teresina/PI;apartamento;68m² / 68m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-joao-68m2-RS573030/id-26447110/;R$ 573.030;Avenida Noronha Almeida, São João, Teresina/PI;apartamento;68m² / 68m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-joao-86m2-RS600000/id-26994825/;R$ 600.000;Avenida Governador Gayoso E Almendra, 400, São João, Teresina/PI;apartamento;86m² / 86m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-sao-pedro-85m2-RS215000/id-27015461/;R$ 215.000;Rua Riachuelo, 2663, São Pedro, Teresina/PI;apartamento;85m² / 85m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-todos-os-santos-63m2-RS215820/id-3464125/;R$ 215.820;Avenida Ferroviária, Todos Os Santos, Teresina/PI;apartamento;63m² / 63m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-triunfo-72m2-RS324900/id-25733176/;R$ 324.900;Rua Candido Portinari, 234, Triunfo, Teresina/PI;apartamento;72m² / 72m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-triunfo-73m2-RS319900/id-3464170/;R$ 319.900;Rua Candido Portinari, Triunfo, Teresina/PI;apartamento;73m² / 73m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-60m2-RS300000/id-28680517/;R$ 300.000;Rua Vitorino Orthiges Fernandes, 400, Uruguai, Teresina/PI;apartamento;60m² / 60m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-64m2-RS260000/id-22612840/;R$ 260.000;Rua Maria Socorro De Macêdo Claudino, Uruguai, Teresina/PI;apartamento;64m² / 64m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-65m2-RS180000/id-25733058/;R$ 180.000;Rua Francisco Lins Da Trindade, 6065, Uruguai, Teresina/PI;apartamento;65m² / 65m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-65m2-RS195000/id-28711810/;R$ 195.000;Rua Francisco Lins Trindade, Uruguai, Teresina/PI;apartamento;65m² / 65m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-65m2-RS210000/id-28270045/;R$ 210.000;Rua Francisco Lins Trindade, Uruguai, Teresina/PI;apartamento;65m² / 65m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-65m2-RS220000/id-18563102/;R$ 220.000;Rua Francisco Lins Da Trindade, Uruguai, Teresina/PI;apartamento;65m² / 65m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-65m2-RS260000/id-23484968/;R$ 260.000;Rua Maria Socorro De Macêdo Claudino, Uruguai, Teresina/PI;apartamento;65m² / 65m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-70m2-RS390000/id-28416272/;R$ 390.000;Rua Vitorino Orthiges Fernandes, 6100, Uruguai, Teresina/PI;apartamento;70m² / 70m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-71m2-RS313991/id-3464155/;R$ 313.991;Rua Quarenta, Uruguai, Teresina/PI;apartamento;71m² / 71m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-uruguai-77m2-RS360000/id-3572266/;R$ 360.000;Rua Ruth Renee Barbosa Guimarães, Uruguai, Teresina/PI;apartamento;77m² / 77m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-vale-quem-tem-60m2-RS220000/id-28068931/;R$ 220.000;Avenida Doutor Nicanor Barreto, 4209, Vale Quem Tem, Teresina/PI;apartamento;60m² / 60m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-vermelha-95m2-RS180000/id-13756054/;R$ 180.000;Rua Riachuelo, Vermelha, Teresina/PI;apartamento;95m² / 95m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-vila-operaria-72m2-RS190000/id-20295944/;R$ 190.000;Rua Doutor Area Leão, Vila Operária, Teresina/PI;apartamento;72m² / 72m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-vila-operaria-72m2-RS200000/id-25892897/;R$ 200.000;Rua Doutor Area Leão, Vila Operária, Teresina/PI;apartamento;72m² / 72m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-zoobotanico-RS220000/id-27222857/;R$ 220.000;Rua Joaquim Carlos Aragão, 268, Zoobotânico, Teresina/PI;apartamento;58m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pi-teresina-zoobotanico-RS240000/id-27599326/;R$ 240.000;Endereço Indisponível  ;apartamento;58m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-buenos-aires-65m2-RS110000/id-25525748/;R$ 110.000;Avenida Duque De Caxias, Buenos Aires, Teresina/PI;apartamento;65m² / 65m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-campestre-77m2-RS330000/id-25733164/;R$ 330.000;Rua Antonia Myrian Eduardo Pereira, 4935, Campestre, Teresina/PI;apartamento;77m² / 77m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-joquei-160m2-RS900000/id-25733054/;R$ 900.000;Rua Anfrísio Lobão, 1191, Jóquei, Teresina/PI;apartamento;160m² / 160m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-picarreira-74m2-RS299000/id-25733064/;R$ 299.000;Avenida Presidente Kennedy, 3100, Piçarreira, Teresina/PI;apartamento;74m² / 74m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-santa-isabel-59m2-RS410000/id-25733190/;R$ 410.000;Avenida João Xxiii, 3830, Santa Isabel, Teresina/PI;apartamento;59m² / 59m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-santa-luzia-70m2-RS130000/id-25733181/;R$ 130.000;Rua Santa Efigênia, 4751, Santa Luzia, Teresina/PI;apartamento;70m² / 70m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-sao-cristovao-64m2-RS270000/id-25757634/;R$ 270.000;Rua José Sinimbu, 3655, São Cristóvão, Teresina/PI;apartamento;64m² / 64m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-pi-teresina-uruguai-66m2-RS280000/id-28099963/;R$ 280.000;Rua Maria Socorro De Macêdo Claudino, Uruguai, Teresina/PI;apartamento;66m² / 66m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-fatima-105m2-RS700000/id-29110732/;R$ 700.000;R. Teresinha Farias, 2150 - Fátima, 2150, Fátima, Teresina/PI;apartamento;105m² / 105m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-fatima-106m2-RS700000/id-4549844/;R$ 700.000;Rua Teresinha Farias, Fátima, Teresina/PI;apartamento;106m² / 106m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-fatima-136m2-RS1650000/id-25446871/;R$ 1.650.000;Rua Hugo Napoleão, 1550, Fátima, Teresina/PI;apartamento;136m² / 136m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-fatima-217m2-RS2250000/id-29110799/;R$ 2.250.000;Avenida Elias João Tajra, 1151, Fátima, Teresina/PI;apartamento;217m² / 217m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-fatima-346m2-RS3000000/id-29110798/;R$ 3.000.000;Endereço Indisponível  ;apartamento;346m² / 346m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-fatima-346m2-RS3800000/id-28244274/;R$ 3.800.000;Rua Angélica, 567, Fátima, Teresina/PI;apartamento;346m² / 346m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-fatima-RS1320000/id-28960678/;R$ 1.320.000;Rua Teresinha Farias, 2150, Fátima, Teresina/PI;apartamento;220m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-horto-193m2-RS400000/id-21576769/;R$ 400.000;Avenida Presidente Kennedy, Horto, Teresina/PI;apartamento;193m² / 193m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-ilhotas-180m2-RS1200000/id-26369234/;R$ 1.200.000;Avenida Marechal Castelo Branco, Ilhotas, Teresina/PI;apartamento;180m² / 180m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-ilhotas-250m2-RS1400000/id-11698179/;R$ 1.400.000;Rua Regeneração, Ilhotas, Teresina/PI;apartamento;250m² / 250m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-ilhotas-300m2-RS3500000/id-29110794/;R$ 3.500.000;Avenida Marechal Castelo Branco, 400, Ilhotas, Teresina/PI;apartamento;300m² / 300m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-ininga-194m2-RS1200000/id-29110746/;R$ 1.200.000;Rua Honório Parente, 2255, Ininga, Teresina/PI;apartamento;194m² / 194m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-125m2-RS800000/id-29110793/;R$ 800.000;Rua Hugo Napoleão, 1645, Jóquei, Teresina/PI;apartamento;125m² / 125m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-155m2-RS1600051/id-28960548/;R$ 1.600.051;Rua Professor Joca Vieira, 1595, Jóquei, Teresina/PI;apartamento;155m² / 155m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-180m2-RS2350000/id-13938865/;R$ 2.350.000;Avenida Senador Area Leão, Jóquei, Teresina/PI;apartamento;180m² / 180m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-200m2-RS1497000/id-25964804/;R$ 1.497.000;Rua Senador Cândido Ferraz, 1100, Jóquei, Teresina/PI;apartamento;200m² / 200m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-200m2-RS2000000/id-29110829/;R$ 2.000.000;Rua Hugo Napoleão, 735, Jóquei, Teresina/PI;apartamento;200m² / 200m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-225m2-RS1706596/id-29110768/;R$ 1.706.596;Rua Aviador Irapuã Rocha, Jóquei, Teresina/PI;apartamento;225m² / 225m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-225m2-RS2562154/id-29110814/;R$ 2.562.154;Rua Aviador Irapuã Rocha, Jóquei, Teresina/PI;apartamento;225m² / 225m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-227m2-RS2200000/id-29110756/;R$ 2.200.000;Rua Marcolino Rio Lima, Jóquei, Teresina/PI;apartamento;227m² / 227m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-227m2-RS2300000/id-29110796/;R$ 2.300.000;Rua Marcolino Rio Lima, 789, Jóquei, Teresina/PI;apartamento;227m² / 227m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-227m2-RS2300000/id-29110840/;R$ 2.300.000;Rua Aviador Irapuan Rocha, 1518, Jóquei, Teresina/PI;apartamento;227m² / 227m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-259m2-RS2690000/id-29110713/;R$ 2.690.000;Rua Anfrísio Lobão, Jóquei, Teresina/PI;apartamento;259m² / 259m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-264m2-RS3500000/id-29110740/;R$ 3.500.000;Rua Des. Manoel Castelo Branco, Jóquei, Teresina/PI;apartamento;264m² / 264m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-joquei-308m2-RS2000000/id-29110779/;R$ 2.000.000;Rua Irapuã Rocha, 1065, Jóquei, Teresina/PI;apartamento;308m² / 308m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-picarreira-107m2-RS750000/id-27128850/;R$ 750.000;Rua Melvin Jones, Piçarreira, Teresina/PI;apartamento;107m² / 107m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-porenquanto-279m2-RS3600000/id-11697282/;R$ 3.600.000;Avenida Marechal Castelo Branco, Porenquanto, Teresina/PI;apartamento;279m² / 279m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-recanto-das-palmeiras-2031m2-RS612612/id-3568071/;R$ 612.612;Rua Jornalista José Patrício Franco, Recanto Das Palmeiras, Teresina/PI;apartamento;101m² / 2.031m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-sao-cristovao-179m2-RS2300000/id-29110735/;R$ 2.300.000;Avenida Senador Area Leão, 2355, São Cristóvão, Teresina/PI;apartamento;179m² / 179m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-sao-cristovao-186m2-RS3145780/id-28538339/;R$ 3.145.780;Avenida João Xxiii Sala, 7117, São Cristóvão, Teresina/PI;apartamento;186m² / 186m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-sao-cristovao-238m2-RS2000000/id-28637210/;R$ 2.000.000;Rua Hermes Viana, São Cristóvão, Teresina/PI;apartamento;238m² / 238m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-sao-cristovao-240m2-RS1800000/id-29110734/;R$ 1.800.000;Avenida Jóquei Clube, 2662, São Cristóvão, Teresina/PI;apartamento;240m² / 240m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-pi-teresina-sao-joao-91m2-RS270000/id-19888183/;R$ 270.000;Rua Doutor Ernani Araújo, São João, Teresina/PI;apartamento;91m² / 91m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-5-quartos-com-garagem-pi-teresina-vila-operaria-145m2-RS620000/id-17773155/;R$ 620.000;Rua Doutor Area Leão, Vila Operária, Teresina/PI;apartamento;145m² / 145m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-com-garagem-pi-teresina-horto-128m2-RS1250000/id-27485555/;R$ 1.250.000;Rua Visconde Da Parnaíba, Horto, Teresina/PI;apartamento;128m² / 128m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-com-garagem-pi-teresina-horto-80m2-RS860000/id-27063441/;R$ 860.000;Rua Jornalista Dondon, Horto, Teresina/PI;apartamento;80m² / 80m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-com-garagem-pi-teresina-ilhotas-70m2-RS459710/id-28906989/;R$ 459.710;Rua Mato Grosso, Ilhotas, Teresina/PI;apartamento;70m² / 70m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-com-garagem-pi-teresina-porenquanto-60m2-RS250000/id-5627077/;R$ 250.000;Rua Governador Artur De Vasconcelos, Porenquanto, Teresina/PI;apartamento;60m² / 60m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-com-garagem-pi-teresina-sao-cristovao-60m2-RS703747/id-27569944/;R$ 703.747;Rua Professor Clemente Fortes, São Cristóvão, Teresina/PI;apartamento;60m² / 60m²
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-pi-teresina-joquei-166m2-RS2002441/id-27548132/;R$ 2.002.441;Rua Anfrísio Lobão, Jóquei, Teresina/PI;apartamento;166m² / 166m²
